strategy,round,loss_before,acc_before,loss_after,acc_after,quant,train_time,model_size_bytes,cpu_percent,ram_percent,ram_available,n_samples,precision,recall,f1_score,disk_percent,disk_available
fedavg,2,1.9874792098999023,0.280046671628952,0.5267689228057861,0.835472583770752,int8,321.0002920627594,232328,88.2,96.0,158765056,3428,0.842317593052005,0.8354725787631272,0.8337346927955432,19.2,51617165312
fedavg,3,0.5012732148170471,0.8448074460029602,0.39909374713897705,0.8891481757164001,int8,28.35297441482544,232328,81.3,99.4,25038848,3428,0.8906206308655189,0.8891481913652275,0.8892233856524452,19.2,51614920704
