strategy,round,loss_before,acc_before,loss_after,acc_after,quant,train_time,model_size_bytes,cpu_percent,ram_percent,ram_available,n_samples,precision,recall,f1_score,disk_percent,disk_available
fedavg,2,1.9910160303115845,0.2925407886505127,0.5456056594848633,0.8286713361740112,int8,320.095041513443,232328,88.2,94.7,207912960,3428,0.8308946248353937,0.8286713286713286,0.825619896863738,19.2,51616129024
fedavg,3,0.5547077655792236,0.8286713361740112,0.44589826464653015,0.8449883460998535,int8,28.254677057266235,232328,81.2,99.7,9920512,3428,0.8518993948683444,0.844988344988345,0.8446555431065038,19.2,51614920704
fedavg,4,0.43209603428840637,0.8624708652496338,0.39865797758102417,0.8741258978843689,int8,67.30464768409729,232328,78.1,94.9,201842688,3428,0.8768350973483228,0.8741258741258742,0.8723170621667637,19.2,51613798400
fedavg,5,0.37423470616340637,0.88228440284729,0.3406723737716675,0.8904429078102112,int8,20.225739002227783,232328,52.7,95.1,192552960,3428,0.8943452898356861,0.8904428904428905,0.8898972722483268,19.2,51613757440
